dx1,dy1,dz1,dx2,dy2,dz2,azm1_cf,ele1_cf,azm2_cf,ele2_cf,azm1_an,ele1_an,azm2_an,ele2_an,tdoa_bias,time
-4.52415765133864,3.442831358678749,-0.128770591508708,-5.160531437984616,-3.4925138286901163,-2.8009552849214576,-37.08347857718153,3.973183909169704,35.26146184321235,27.226709907749115,-152.12771342969523,86.5032948992636,23.842419826464113,50.21374268397637,4.32623744541965,5.035493612289429
-4.5241620935184,3.442742304782148,-0.12870097604491104,-5.160535880164376,-3.4926028825867173,-2.8008856694576605,-37.05179869554084,4.031501116367438,35.31307360229441,27.342366858201032,-152.11159878994692,86.50353801406969,23.84154542659589,50.21448957965801,4.377919258948446,5.0589354038238525
-4.524159113800404,3.4428697135522803,-0.1287100377361786,-5.1605329004463805,-3.492475473816585,-2.800894731148928,-37.114828443909346,3.973882408523362,35.22754476236354,27.261549449734737,-152.1270947325532,86.50397798152916,23.841723054957978,50.21356756798146,4.377780619149799,5.082483768463135
-4.524260763929405,3.442795400730267,-0.12877385967546867,-5.160634550575383,-3.492549786638598,-2.8009585530882184,-37.071009436312295,4.026634834490955,35.299857687094196,27.23218517326738,-152.11471645490818,86.50283269664114,23.841821321843334,50.213592054259344,4.335658156129957,5.094821214675903
-4.52421555499597,3.4427673699600483,-0.12872269156471952,-5.160589341641947,-3.492577817408817,-2.800907384977469,-37.02119054987278,4.026378429664857,35.34122607245911,27.33235391270764,-152.11144114219314,86.50329749573311,23.841486605010918,50.21406132350413,4.368513852770925,5.119171619415283
-4.524205564389932,3.4426980750245675,-0.12871594666836522,-5.160579351035909,-3.4926471123442977,-2.8009006400811147,-37.08518040610605,4.011093830371641,35.27096334184823,27.31491107066216,-152.10390162005763,86.50310666460204,23.841438819979274,50.21461146262054,4.368589019001101,5.152289628982544
-4.5242132890457105,3.4427475623940667,-0.1287049105392238,-5.160587075691687,-3.4925976249747985,-2.8008896039519735,-37.102525655217136,4.006410837461311,35.25048736320174,27.32245159959182,-152.1079617969707,86.50338088420978,23.841285005343476,50.21424424646402,4.4389055705517055,5.16361665725708
-4.524139474585743,3.4427727567003097,-0.12871513692171974,-5.16051326123172,-3.4925724306685555,-2.8008998303344694,-37.15062392464925,3.978343826956543,35.194602384120856,27.257166744841765,-152.11821190056511,86.50359900231126,23.841859375580075,50.214333844879874,4.438884367745643,5.177774667739868
-4.524192454116489,3.4428090045965027,-0.1286827510962325,-5.160566240762465,-3.4925361827723624,-2.800867444508982,-37.1124291574495,3.9464484900061105,35.205980981210814,27.363518238607018,-152.1150302258491,86.50388111993333,23.84117896230825,50.21392241189316,4.438829216827819,5.200453519821167
-4.524182327727418,3.442764756467173,-0.12875182969931506,-5.160556114373395,-3.4925804309016923,-2.8009365231120644,-37.063684428777876,3.9621666663845954,35.26597853742168,27.3283519536034,-152.11643431858576,86.50312361510714,23.842024573270052,50.21415886311116,4.438905790074416,5.223343133926392
-4.524164231511331,3.442800711697672,-0.12873198307008124,-5.1605380181573075,-3.492544475671193,-2.8009166764828306,-37.157344050139045,3.9325063582315765,35.15422363501698,27.360425670620934,-152.12054409361755,86.5034934492741,23.841918074685005,50.214005794775545,4.424783402374186,5.235270023345947
-4.524215579190112,3.4428240376846024,-0.12873809836135877,-5.160589365836088,-3.4925211496842627,-2.8009227917741084,-37.099175048637065,3.969330154831869,35.23406599602793,27.32674224174642,-152.11912467585003,86.50338925200809,23.84168979688762,50.213625878609236,4.415374219473076,5.2871763706207275
-4.524251835246407,3.442783564562784,-0.12870896197704026,-5.160625621892383,-3.492561622806081,-2.80089365538979,-37.06970947578963,4.004836696995484,35.28488019442209,27.29118124330364,-152.10895802164538,86.50338164686991,23.841115252018124,50.21382681102769,4.415406669137382,5.2992777824401855
-4.524201051182099,3.442816670421466,-0.1287384747796421,-5.160574837828076,-3.492528516947399,-2.8009231681923916,-37.078385789940135,3.995400331356292,35.278848630976526,27.213516135040997,-152.11960780891812,86.50339710232039,23.841778559263084,50.213735180024294,4.415383176035138,5.32404351234436
-4.524224626575363,3.44277631015564,-0.12873745332309722,-5.16059841322134,-3.492568877213225,-2.800922146735847,-37.048561953934396,4.024294916194069,35.31584903225712,27.296570092766054,-152.11283628552664,86.50317796726934,23.841607456692678,50.21393534715614,4.415426899731048,5.33646559715271
-4.524159900199748,3.442827978564071,-0.12867510736946008,-5.160533686845724,-3.492517208804794,-2.80085980078221,-37.138294301250895,3.9723528147154203,35.20046041788169,27.293520665542264,-152.1194716745636,86.5041158826075,23.841294258667126,50.21392674340238,4.49041589424584,5.362062692642212
-4.5242179431350085,3.4427897135860888,-0.12872178200392467,-5.160591729780984,-3.4925554737827764,-2.8009064754166744,-37.14008819554986,4.0799496577187275,35.25764155707769,27.24825291477226,-152.11369902485237,86.50338851161655,23.84147115803095,50.213892641724016,4.490474367158855,5.37497615814209
-4.5242297545229695,3.4427962046800182,-0.1287034359483978,-5.160603541168946,-3.492548982688847,-2.800888129361147,-37.033236842796924,3.987987703368038,35.31155797606228,27.305861048273528,-152.11191626640755,86.50354298650784,23.841189384980687,50.21383200472367,4.373165464718046,5.400143384933472
-4.524178863962964,3.4427934768531965,-0.1287173492348514,-5.160552650608942,-3.4925517105156687,-2.800902042647601,-37.1367695353823,3.9570338973997625,35.19489707299611,27.27956852179015,-152.11724598788948,86.5035522416211,23.841656632735955,50.21402642130506,4.373175946568509,5.41597580909729
-4.524186207006283,3.4427926145223937,-0.12872049591932228,-5.160559993652258,-3.4925525728464715,-2.800905189332072,-37.014727854502354,3.958046772257061,35.31421335532298,27.313904358931374,-152.11674739345025,86.50350047904081,23.841648627055402,50.21399831818448,4.373177832996224,5.445487022399902
-4.524166653601521,3.4428030584848317,-0.1286981828518216,-5.160540440247497,-3.4925421288840335,-2.800882876264571,-37.13027759687177,3.954463719654501,35.199514900142994,27.287880292655576,-152.11788507462416,86.50379371453697,23.841511349825346,50.2140390589896,4.373158314468394,5.458101272583008
-4.524202309434558,3.4427823885574718,-0.12872113236460359,-5.1605760960805345,-3.4925627988113934,-2.8009058257773534,-37.0749168864569,3.9672484288421295,35.2611968624689,27.285652943116197,-152.11420294963645,86.50340866842821,23.841554665106802,50.21400778065941,4.513941642912532,5.485571384429932
-4.524229362102524,3.442756205079354,-0.12874024939772455,-5.160603148748502,-3.492588982289511,-2.8009249428104743,-37.021062341179814,4.037221143880709,35.35187374649046,27.27546055147646,-152.11035146669442,86.50305934558011,23.841602883750767,50.214056674276975,4.406066802163345,5.523934364318848
-4.52419584689491,3.4427498890588546,-0.12875104112390018,-5.160569633540888,-3.4925952983100106,-2.8009357345366497,-37.03287750337369,3.9815700509447103,35.30833874133774,27.310556984165384,-152.1134772555516,86.50303296096392,23.84192762165161,50.21421438893073,4.368545146094488,5.550794839859009
-4.524186559320972,3.4427547494015047,-0.12875112518564688,-5.16056034596695,-3.4925904379673605,-2.8009358185983966,-37.075541836913956,4.032016415125978,35.29642023821981,27.261406470382568,-152.11486271939836,86.5030777794827,23.841986622828806,50.21421560997685,4.368540125028734,5.563538074493408
-4.524138226268332,3.442783039145447,-0.128739809475548,-5.1605120129143085,-3.4925621482234184,-2.8009245028882974,-37.12705460066307,3.9377761531209514,35.192298001922545,27.308851859423484,-152.12147200652444,86.50342651042902,23.842158245486534,50.2142211270482,4.288746260493748,5.578188180923462
-4.524197688930004,3.442819962715379,-0.1287298709583741,-5.16057147557598,-3.492525224653486,-2.8009145643711237,-37.12516737367283,3.805448119354578,35.116255959898425,27.39681718295055,-152.11959152979625,86.50349550852359,23.841700146905847,50.21373982032326,4.3825339046663565,5.605353355407715
-4.524235184334703,3.4427891534545845,-0.12872603964711654,-5.160608970980679,-3.4925560339142807,-2.800910733059866,-37.06764398838297,3.870050503304207,35.2108400117537,27.35718631679753,-152.11244410458997,86.50330042022442,23.84141657266927,50.21382163354347,4.3825653152625765,5.617830991744995
-4.524199235825595,3.442780957264788,-0.12870557044169637,-5.160573022471572,-3.4925642301040773,-2.8008902638544457,-37.05219465254115,3.9974216453732465,35.29479714940719,27.33930982947726,-152.11306501324427,86.50354857011989,23.84139157061429,50.21405759313731,4.382567984657432,5.644839763641357
