x,y,z,vicon_gt,uwb_tdoa_meas,time
-1.4931334019050897,0.01815757257073516,0.02720966951703567,-1.870973378318327,-1.9752326011657715,5.035493612289429
-1.4931378440848502,0.018068518674134126,0.027279284980832666,-1.8710068336632775,-1.9423903226852417,5.0589354038238525
-1.4931348643668538,0.018195927444266482,0.027270223289565115,-1.87097568147965,-2.101910352706909,5.082483768463135
-1.4932365144958557,0.018121614622253226,0.02720640135027503,-1.8710811770838998,-1.9236232042312622,5.094821214675903
-1.4931913055624204,0.01809358385203446,0.027257569461024162,-1.8710505304319778,-1.9470820426940918,5.119171619415283
-1.4931813149563826,0.018024288916553798,0.02726431435737848,-1.871056404377394,-1.937698483467102,5.152289628982544
-1.493189039612161,0.01807377628605289,0.02727535048651989,-1.8710551346426403,-1.937698483467102,5.16361665725708
-1.4931152251521935,0.018098970592295895,0.027265124104023968,-1.8709762178423563,-1.735952615737915,5.177774667739868
-1.4931682046829386,0.018135218488488945,0.027297509929511195,-1.8710250998919156,-1.9095479249954224,5.200453519821167
-1.4931580782938687,0.01809097035915936,0.027228431326428628,-1.8710143170872753,-2.017458438873291,5.223343133926392
-1.4931399820777813,0.018126925589658498,0.027248277955662453,-1.8709919953963592,-1.9893078804016113,5.235270023345947
-1.4931913297565622,0.01815025157658878,0.027242162664384912,-1.8710363065704962,-1.8626302480697632,5.2871763706207275
-1.4932275858128568,0.01810977845477017,0.02727129904870343,-1.871084574198381,-2.04091739654541,5.2992777824401855
-1.4931768017485494,0.01814288431345227,0.0272417862461016,-1.8710236193710097,-1.8063291311264038,5.32404351234436
-1.4932003771418136,0.018102524047626585,0.027242807702646477,-1.8710553139715955,-1.9236232042312622,5.33646559715271
-1.493135650766198,0.018154192456057525,0.0273051536562836,-1.8709904367439698,-1.9470820426940918,5.362062692642212
-1.4931936937014583,0.018115927478074976,0.027258479021819014,-1.8710482797899362,-1.9283150434494019,5.37497615814209
-1.4932055050894195,0.018122418572004726,0.027276825077345874,-1.871061161990288,-1.8250961303710938,5.400143384933472
-1.493154614529415,0.01811969074518273,0.027262911790892283,-1.871009980327023,-1.9470820426940918,5.41597580909729
-1.4931619575727324,0.018118828414380155,0.02725976510642143,-1.8710168667844442,-1.9658491611480713,5.445487022399902
-1.493142404167971,0.018129272376818016,0.0272820781739221,-1.8709988736970251,-1.9236232042312622,5.458101272583008
-1.493178060001008,0.018108602449458076,0.027259128661140095,-1.8710346559318856,-1.9611573219299316,5.485571384429932
-1.4932051126689747,0.018082418971340282,0.027240011628019138,-1.8710637688537535,-1.9611573219299316,5.523934364318848
-1.493171597461361,0.01807610295084094,0.02722921990184353,-1.8710307747333745,-2.0221502780914307,5.550794839859009
-1.4931623098874227,0.01808096329349109,0.027229135840096824,-1.8710206665402431,-2.0221502780914307,5.563538074493408
-1.4931139768347819,0.018109253037433038,0.027240451550195683,-1.8709691719462391,-1.8297879695892334,5.578188180923462
-1.4931734394964542,0.018146176607365547,0.027250390067369585,-1.8710209158923208,-1.9564656019210815,5.605353355407715
-1.4932109349011529,0.018115367346570946,0.027254221378627163,-1.871064603533343,-1.8438632488250732,5.617830991744995
-1.4931749863920452,0.018107171156774005,0.027274690584047318,-1.8710342626964422,-1.7453361749649048,5.644839763641357
-1.493193506837855,0.018074390301331497,0.02724457566389415,-1.8710548069372743,-1.872013807296753,5.65739893913269
-1.4932025625959786,0.018073839530495975,0.027238555718526073,-1.8710628743162934,-1.993999719619751,5.682293176651001
-1.493123151784203,0.018115469139613212,0.027238670959399934,-1.870976555335159,-1.8907809257507324,5.694064617156982
-1.4931920734520272,0.0181334917261525,0.027265803344801567,-1.8710440745237653,-1.857938528060913,5.716482877731323
-1.493265398979807,0.01817869461279143,0.02729465172883587,-1.8711104089451096,-1.998691439628601,5.742449522018433
-1.4932827339442543,0.018143913346538393,0.027252625126217626,-1.8711284526503036,-1.951773762702942,5.756661653518677
-1.493182999828471,0.01811276194513552,0.027287572423710615,-1.8710428165074662,-1.951773762702942,5.782026290893555
-1.4931341053351719,0.018144857958505376,0.02725752934024855,-1.870983841455872,-1.9470820426940918,5.820510625839233
-1.4931475109163947,0.01810907949774028,0.02726990885104556,-1.8710063206410403,-1.998691439628601,5.857755899429321
-1.4931574237937377,0.018081765832102664,0.027283136049340944,-1.871023727681279,-1.9095479249954224,5.895154237747192
-1.4931505873952982,0.018079903068479976,0.027244734900682254,-1.8710117545753056,-1.9705408811569214,5.9351582527160645
-1.4932164343909706,0.018089046430579566,0.027254313023240558,-1.8710755447784724,-1.8767056465148926,5.9594950675964355
-1.4931626939127887,0.018133508983381254,0.02722090740436599,-1.87100872829879,-1.9658491611480713,5.999132394790649
-1.493161472292399,0.018142663301145043,0.027305907891146144,-1.8710181981078886,-1.8860890865325928,6.023153066635132
-1.4932101157778896,0.018149841483044542,0.027295527463585424,-1.8710626458532422,-2.031533718109131,6.035501003265381
-1.4931753635450682,0.018043955097628052,0.02721623640904389,-1.8710393158465957,-1.9236232042312622,6.061417579650879
-1.4931657851041535,0.018168207608286187,0.027278697121292828,-1.87101298435668,-1.872013807296753,6.078625202178955
-1.493127831483684,0.018106644665355685,0.027284424711923917,-1.870989768105681,-1.872013807296753,6.109936475753784
-1.4931034905407061,0.018100914520271568,0.027253991853538145,-1.8709626986077907,-1.9236232042312622,6.122487545013428
-1.4931502719374086,0.018144976787469735,0.027234349427366474,-1.8709961686506755,-1.918931484222412,6.13509464263916
-1.4931426159869303,0.018120712274307525,0.027253370515743815,-1.8709966339065716,-1.9048562049865723,6.159972906112671
-1.4931919796100819,0.018129524415749214,0.027244280347093357,-1.8710416311477234,-2.017458438873291,6.185192346572876
-1.4931679229443067,0.018197484340002245,0.027256782096701442,-1.8710056434368942,-1.9048562049865723,6.200486660003662
-1.4932499601638625,0.01815053727831611,0.027248025325899494,-1.871094368487939,-1.9048562049865723,6.2132604122161865
-1.493120562568751,0.01810783850908843,0.027249797794862543,-1.8709772866921588,-1.9048562049865723,6.237520694732666
-1.4930761291010335,0.018107170203999136,0.027261128572694936,-1.8709357159751443,-1.9893078804016113,6.305281400680542
-1.4931200047185846,0.018061278996119045,0.027221885176556385,-1.8709824357107534,-1.9893078804016113,6.320370674133301
-1.4931171895359507,0.01809233931202372,0.027249168876524697,-1.870977171910991,-1.9893078804016113,6.333332061767578
-1.493185459509279,0.018119751656792266,0.027266475535629334,-1.871040616458008,-1.9564656019210815,6.357457876205444
-1.4931245788829537,0.018103215987498415,0.027276011097609368,-1.8709860689920523,-1.7875621318817139,6.3961803913116455
-1.4930993812646416,0.018093403922512796,0.027272924874092542,-1.8709630769156842,-1.7547197341918945,6.42139744758606
-1.4931597513121757,0.018082250862175086,0.02725521402314035,-1.8710217605656494,-1.9423903226852417,6.447669267654419
-1.4931155210164813,0.018096616962494774,0.027264794101439675,-1.8709769547781203,-1.7781785726547241,6.460329532623291
-1.4932014808323295,0.018079408805875163,0.02722080188829685,-1.8710580111747444,-1.8297879695892334,6.472980976104736
-1.4931782869783146,0.018071365214653502,0.027267709737239694,-1.871044011187732,-1.8767056465148926,6.513279914855957
-1.4931483653532278,0.018106262264558064,0.027270780748134747,-1.8710078790261209,-1.9001643657684326,6.545799970626831
-1.4931897418694502,0.01816485608406972,0.027286452221070727,-1.8710382354142396,-2.04091739654541,6.575124740600586
-1.493092516553178,0.01813731798915827,0.02725483681140765,-1.8709444217084847,-2.101910352706909,6.615121841430664
-1.4931042860175208,0.018116107660972342,0.027235302870271056,-1.8709574984552795,-1.9283150434494019,6.642423868179321
-1.4930175602753921,0.0181236094871003,0.027232166551212144,-1.8708707591879818,-1.8250961303710938,6.654744386672974
-1.4931075345830251,0.01808526415148729,0.027263021753241124,-1.8709712899989084,-1.933006763458252,6.682249069213867
-1.493216168619634,0.018149406410821346,0.027242133633200074,-1.8710607362797909,-1.670267939567566,6.695672035217285
-1.493112761637385,0.018148239168366147,0.027273326508694247,-1.870964625673639,-1.9705408811569214,6.721527814865112
-1.493127371854861,0.018124649260319106,0.027265877574545325,-1.8709827696699382,-2.0596842765808105,6.77654504776001
-1.4931132454185163,0.018145739973240756,0.027243189810941367,-1.8709611601562584,-1.811020851135254,6.8033294677734375
-1.4931709379155502,0.018135245667889953,0.02723563907749039,-1.8710185950601907,-2.0221502780914307,6.815719127655029
-1.4931528501166587,0.01811497125619551,0.027244207371758058,-1.8710064820917287,-1.8813973665237427,6.841079235076904
-1.4931342827139256,0.018141049349635754,0.02721292896462777,-1.870978209892133,-1.8344796895980835,6.853711366653442
-1.4932331322552417,0.018076274112244682,0.02725423297244338,-1.8710945354673711,-1.872013807296753,6.88296365737915
-1.49310466142151,0.018129355381626928,0.027254562500096023,-1.8709579220015566,-2.017458438873291,6.898181438446045
-1.4931968864452987,0.01814264146116872,0.027256314070969415,-1.8710454365345015,-1.8954726457595825,6.921001434326172
-1.493196370418708,0.018090104190133252,0.02724980685018568,-1.8710550607509928,-1.8391715288162231,6.93242883682251
-1.4932579101144512,0.018047616229611905,0.027247684414541333,-1.8711238119667613,-1.937698483467102,6.954564571380615
-1.493240310588161,0.018184146662055537,0.02726117717548434,-1.8710797982752503,-1.937698483467102,6.97768497467041
-1.4931396184930983,0.01812047817992052,0.027234613942810366,-1.870990976822318,-1.937698483467102,6.999937295913696
-1.4931722344489808,0.018095125846352395,0.027224151736763794,-1.871026629421138,-1.951773762702942,7.021611928939819
-1.4931468142324027,0.018081921407637588,0.02718330589616152,-1.8709985410212981,-1.918931484222412,7.057865142822266
-1.4932149101271426,0.01809458166706679,0.027245198531246854,-1.8710715369528659,-1.918931484222412,7.081439733505249
-1.4931698497090935,0.01810872230029618,0.02727320765937931,-1.8710286993445644,-1.8344796895980835,7.094244956970215
-1.4931423849638605,0.018106518475495725,0.0272462376441,-1.8709983480583148,-1.8767056465148926,7.117287635803223
-1.4931576353941973,0.018092374284832347,0.027274368688410933,-1.871020395351815,-1.9799244403839111,7.140535116195679
-1.49314191825438,0.01816026861738692,0.027273851536301387,-1.8709906359595738,-1.8626302480697632,7.155125617980957
-1.4931123042140024,0.0180753439528336,0.02720863831326746,-1.8709699834939517,-1.8391715288162231,7.179605722427368
-1.4931411897471256,0.018173251592794593,0.027228482281045324,-1.8709804607344314,-1.9048562049865723,7.197167873382568
-1.4931857425430812,0.018039996416487857,0.02724433831359245,-1.8710544514339231,-2.0737597942352295,7.225412130355835
-1.4931499469427654,0.018138115588753254,0.027260116412521185,-1.8710011180525328,-2.0737597942352295,7.240648984909058
-1.4932181643164186,0.018129354032947246,0.027239126514805572,-1.8710664732548157,-1.9470820426940918,7.253518581390381
-1.4931425856541964,0.018077633333398933,0.027288685857821387,-1.8710109326369802,-1.951773762702942,7.278696537017822
-1.493197541869978,0.01811921839719848,0.027242046854560113,-1.8710489077801489,-1.9236232042312622,7.302299737930298
-1.4932094356157142,0.01812444063475469,0.027253624328511788,-1.8710611352849194,-1.9142396450042725,7.317059755325317
-1.4932168296856212,0.01809310064835661,0.027225666251585585,-1.8710708296823624,-2.031533718109131,7.340135812759399
-1.4931469463855944,0.01806895477922568,0.027235002577790095,-1.8710090683439997,-2.0127668380737305,7.377206325531006
-1.4931791796101592,0.01817294298631554,0.02725433075160134,-1.871021453952486,-1.918931484222412,7.401308059692383
-1.4931384057924515,0.01810280854464852,0.027280897656312277,-1.8710003815351826,-1.9611573219299316,7.414207935333252
-1.4931061241176182,0.018139534547202723,0.027222881148912,-1.8709525068216886,-2.003383159637451,7.48710036277771
